Historic Number Of Orders;Average Order Value;First Active;Last Active;Historic Customer Lifetime Value;days active
1.0;403.92;2021-04-17;2022-05-01;403.58000000000004;379.0
1.0;96.15;2021-04-18;2022-05-01;95.81;378.0
1.0;118.30000000000001;2021-04-18;2022-05-01;117.96000000000001;378.0
1.0;255.38;2021-04-18;2022-05-01;255.04;378.0
3.0;194.2;2021-04-16;2022-05-01;579.25;380.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
2.0;90.55000000000001;2021-05-27;2022-05-01;179.26;339.0
1.0;388.64;2021-04-17;2022-05-01;388.3;379.0
9.0;185.85;2021-04-15;2022-05-01;1660.27;381.0
1.0;173.95999999999998;2021-04-18;2022-05-01;173.61999999999998;378.0
1.0;685.6;2021-04-16;2022-05-01;685.26;380.0
1.0;115.05000000000001;2021-04-16;2022-05-01;114.71000000000001;380.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;150.51999999999998;2021-04-17;2022-05-01;150.17999999999998;379.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;336.78;2021-04-15;2022-05-01;336.44;381.0
1.0;131.82999999999998;2021-04-17;2022-05-01;131.48999999999998;379.0
3.0;219.92999999999998;2021-04-16;2022-05-01;656.43;380.0
2.0;200.59;2021-04-18;2022-05-01;399.32;378.0
5.0;132.72;2021-04-15;2022-05-01;657.24;381.0
1.0;130.13;2021-04-15;2022-05-01;129.79;381.0
1.0;233.76;2021-04-18;2022-05-01;233.42;378.0
1.0;156.73;2021-04-18;2022-05-01;156.39;378.0
2.0;202.70999999999998;2021-04-18;2022-05-01;403.56;378.0
3.0;166.89999999999998;2021-04-15;2022-05-01;497.33000000000004;381.0
1.0;99.24000000000001;2021-04-18;2022-05-01;98.9;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;109.56;2021-04-16;2022-05-01;109.22;380.0
4.0;244.32;2021-04-15;2022-05-01;972.4;381.0
1.0;245.01;2021-04-17;2022-05-01;244.67;379.0
1.0;103.16000000000001;2021-04-17;2022-05-01;102.82000000000001;379.0
1.0;219.94;2021-04-18;2022-05-01;219.6;378.0
1.0;342.99;2021-04-17;2022-05-01;342.65000000000003;379.0
1.0;88.89;2021-04-18;2022-05-01;88.55;378.0
1.0;91.19000000000001;2021-04-16;2022-05-01;90.85000000000001;380.0
1.0;95.92;2021-04-15;2022-05-01;95.58;381.0
1.0;213.64;2021-04-18;2022-05-01;213.29999999999998;378.0
2.0;221.10999999999999;2021-04-16;2022-05-01;440.37;380.0
1.0;261.98;2021-04-19;2022-05-01;261.64000000000004;377.0
3.0;279.56;2021-04-17;2022-05-01;835.31;379.0
1.0;118.27000000000001;2021-04-18;2022-05-01;117.93;378.0
1.0;201.23;2021-04-18;2022-05-01;200.89;378.0
1.0;302.73;2021-07-27;2022-05-01;302.39000000000004;278.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;104.99000000000001;2021-04-18;2022-05-01;104.65;378.0
2.0;128.63;2021-04-16;2022-05-01;255.41;380.0
1.0;213.64;2021-04-18;2022-05-01;213.29999999999998;378.0
1.0;185.45999999999998;2021-04-18;2022-05-01;185.11999999999998;378.0
4.0;273.57;2021-04-15;2022-05-01;1089.43;381.0
1.0;127.98;2021-04-18;2022-05-01;127.64;378.0
1.0;114.41000000000001;2021-04-18;2022-05-01;114.07000000000001;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
2.0;137.94;2021-04-16;2022-05-01;274.02000000000004;380.0
4.0;167.73999999999998;2021-04-16;2022-05-01;666.0999999999999;380.0
1.0;110.73;2021-04-19;2022-05-01;110.39;377.0
2.0;265.61;2021-04-16;2022-05-01;529.36;380.0
2.0;196.07;2021-04-18;2022-05-01;390.28000000000003;378.0
2.0;208.07;2021-04-18;2022-05-01;414.28000000000003;378.0
8.0;188.03;2021-04-15;2022-05-01;1493.3200000000002;381.0
1.0;130.84;2021-10-01;2022-05-01;130.5;212.0
1.0;213.64;2021-04-18;2022-05-01;213.29999999999998;378.0
1.0;403.92;2021-09-16;2022-05-01;403.58000000000004;227.0
1.0;207.31;2021-04-16;2022-05-01;206.97;380.0
1.0;430.25;2021-04-16;2022-05-01;429.91;380.0
3.0;184.54999999999998;2021-04-17;2022-05-01;550.3;379.0
1.0;167.07;2021-04-18;2022-05-01;166.73;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;173.95999999999998;2021-04-18;2022-05-01;173.61999999999998;378.0
2.0;149.82999999999998;2021-04-18;2022-05-01;297.8;378.0
1.0;326.43;2021-04-15;2022-05-01;326.09000000000003;381.0
2.0;145.22;2021-04-16;2022-05-01;288.59000000000003;380.0
1.0;163.63;2021-04-18;2022-05-01;163.29;378.0
1.0;369.42;2021-04-16;2022-05-01;369.08000000000004;380.0
1.0;457.96;2021-04-19;2022-05-01;457.62;377.0
1.0;153.26999999999998;2021-04-18;2022-05-01;152.92999999999998;378.0
1.0;57.73;2021-04-15;2022-05-01;57.39;381.0
2.0;145.22;2021-04-16;2022-05-01;288.59000000000003;380.0
2.0;172.57;2021-04-16;2022-05-01;343.28000000000003;380.0
1.0;123.48;2021-04-18;2022-05-01;123.14;378.0
2.0;148.66;2021-04-18;2022-05-01;295.47;378.0
1.0;163.97;2021-04-18;2022-05-01;163.63;378.0
2.0;118.78;2021-04-17;2022-05-01;235.70999999999998;379.0
1.0;110.72;2021-04-17;2022-05-01;110.38;379.0
1.0;248.7;2021-04-15;2022-05-01;248.35999999999999;381.0
1.0;173.98;2021-04-15;2022-05-01;173.64;381.0
3.0;137.16;2021-04-16;2022-05-01;408.13;380.0
7.0;181.06;2021-04-16;2022-05-01;1258.03;380.0
1.0;173.95999999999998;2021-07-16;2022-05-01;173.61999999999998;289.0
1.0;122.23;2021-04-18;2022-05-01;121.89;378.0
2.0;160.16;2021-04-18;2022-05-01;318.47;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;231.45;2021-04-19;2022-05-01;231.10999999999999;377.0
2.0;106.29;2021-04-18;2022-05-01;210.72;378.0
1.0;117.27000000000001;2021-04-18;2022-05-01;116.93;378.0
3.0;114.47;2021-04-18;2022-05-01;340.06;378.0
1.0;88.89;2021-04-18;2022-05-01;88.55;378.0
2.0;158.01;2021-04-16;2022-05-01;314.17;380.0
2.0;280.88;2021-10-18;2022-05-01;559.91;195.0
1.0;102.4;2021-10-20;2022-05-01;102.06;193.0
10.0;283.65999999999997;2021-10-20;2022-05-01;2822.69;193.0
3.0;416.63;2021-10-18;2022-05-01;1246.52;195.0
1.0;432.67;2021-10-19;2022-05-01;432.33000000000004;194.0
1.0;139.47;2021-10-17;2022-05-01;139.13;196.0
1.0;234.29;2021-10-19;2022-05-01;233.95;194.0
1.0;93.48;2021-10-20;2022-05-01;93.14;193.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;311.93;2021-10-16;2022-05-01;311.59000000000003;197.0
1.0;288.95;2021-10-20;2022-05-01;288.61;193.0
1.0;343.67;2021-10-18;2022-05-01;343.33000000000004;195.0
2.0;154.88;2021-10-20;2022-05-01;307.91;193.0
1.0;98.08;2021-10-20;2022-05-01;97.74;193.0
1.0;237.2;2021-10-16;2022-05-01;236.85999999999999;197.0
2.0;147.51999999999998;2021-10-17;2022-05-01;293.2;196.0
1.0;140.34;2021-10-20;2022-05-01;140.0;193.0
1.0;428.96999999999997;2021-10-19;2022-05-01;428.63;194.0
1.0;139.47;2021-10-17;2022-05-01;139.13;196.0
1.0;88.89;2021-10-20;2022-05-01;88.55;193.0
1.0;93.48;2021-10-17;2022-05-01;93.14;196.0
1.0;172.82;2021-10-17;2022-05-01;172.48;196.0
1.0;139.47;2021-10-18;2022-05-01;139.13;195.0
1.0;145.23;2021-10-20;2022-05-01;144.89;193.0
1.0;173.95999999999998;2021-10-20;2022-05-01;173.61999999999998;193.0
1.0;169.14;2021-10-20;2022-05-01;168.79999999999998;193.0
2.0;154.85;2021-10-20;2022-05-01;307.86;193.0
1.0;141.48999999999998;2021-10-20;2022-05-01;141.14999999999998;193.0
1.0;196.95;2021-10-17;2022-05-01;196.60999999999999;196.0
3.0;101.36;2021-10-18;2022-05-01;300.72;195.0
1.0;139.47;2021-10-18;2022-05-01;139.13;195.0
1.0;139.47;2021-10-17;2022-05-01;139.13;196.0
1.0;182.6;2021-10-18;2022-05-01;182.26;195.0
1.0;170.53;2021-10-17;2022-05-01;170.19;196.0
1.0;102.4;2021-10-20;2022-05-01;102.06;193.0
1.0;152.13;2021-10-18;2022-05-01;151.79;195.0
1.0;150.51999999999998;2021-10-20;2022-05-01;150.17999999999998;193.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
2.0;107.28;2021-10-19;2022-05-01;212.70999999999998;194.0
1.0;173.95999999999998;2021-10-16;2022-05-01;173.61999999999998;197.0
1.0;87.62;2021-10-19;2022-05-01;87.28;194.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;243.53;2021-10-20;2022-05-01;243.19;193.0
1.0;139.47;2021-10-17;2022-05-01;139.13;196.0
1.0;233.76;2021-10-17;2022-05-01;233.42;196.0
1.0;102.4;2021-10-20;2022-05-01;102.06;193.0
1.0;102.4;2021-10-20;2022-05-01;102.06;193.0
1.0;139.47;2021-10-17;2022-05-01;139.13;196.0
4.0;219.07;2021-09-22;2022-05-01;871.4;221.0
1.0;150.97;2021-09-25;2022-05-01;150.63;218.0
1.0;89.93;2021-09-26;2022-05-01;89.59;217.0
1.0;87.62;2021-10-06;2022-05-01;87.28;207.0
1.0;173.95999999999998;2021-10-07;2022-05-01;173.61999999999998;206.0
1.0;118.72;2021-09-23;2022-05-01;118.38;220.0
1.0;495.89;2021-09-30;2022-05-01;495.55;213.0
2.0;125.11;2021-09-30;2022-05-01;248.35999999999999;213.0
1.0;115.33;2021-09-30;2022-05-01;114.99;213.0
1.0;79.13000000000001;2021-09-26;2022-05-01;78.79;217.0
2.0;153.97;2021-09-23;2022-05-01;306.08000000000004;220.0
1.0;139.47;2021-09-26;2022-05-01;139.13;217.0
2.0;120.67;2021-10-01;2022-05-01;239.5;212.0
1.0;173.97;2021-10-08;2022-05-01;173.63;205.0
1.0;129.82999999999998;2021-09-30;2022-05-01;129.48999999999998;213.0
1.0;107.29;2021-09-25;2022-05-01;106.95;218.0
1.0;106.14;2021-09-30;2022-05-01;105.8;213.0
1.0;231.45;2021-10-02;2022-05-01;231.10999999999999;211.0
1.0;150.51999999999998;2021-10-08;2022-05-01;150.17999999999998;205.0
1.0;107.29;2021-09-22;2022-05-01;106.95;221.0
2.0;185.45999999999998;2021-10-04;2022-05-01;369.07;209.0
1.0;125.68;2021-10-06;2022-05-01;125.34;207.0
1.0;122.21000000000001;2021-09-23;2022-05-01;121.87;220.0
2.0;212.78;2021-09-23;2022-05-01;423.71000000000004;220.0
1.0;107.29;2021-09-24;2022-05-01;106.95;219.0
1.0;311.92;2021-09-23;2022-05-01;311.58000000000004;220.0
1.0;182.6;2021-09-26;2022-05-01;182.26;217.0
1.0;231.45;2021-09-23;2022-05-01;231.10999999999999;220.0
1.0;152.13;2021-09-26;2022-05-01;151.79;217.0
1.0;139.47;2021-09-22;2022-05-01;139.13;221.0
1.0;99.80000000000001;2021-09-30;2022-05-01;99.46000000000001;213.0
1.0;139.47;2021-09-28;2022-05-01;139.13;215.0
1.0;173.95999999999998;2021-09-23;2022-05-01;173.61999999999998;220.0
1.0;99.80000000000001;2021-09-30;2022-05-01;99.46000000000001;213.0
1.0;187.42999999999998;2021-09-29;2022-05-01;187.08999999999997;214.0
1.0;434.15999999999997;2021-10-03;2022-05-01;433.82;210.0
1.0;576.39;2021-10-07;2022-05-01;576.05;206.0
2.0;302.15999999999997;2021-09-29;2022-05-01;602.4799999999999;214.0
2.0;118.77000000000001;2021-09-30;2022-05-01;235.67999999999998;213.0
2.0;96.31;2021-09-26;2022-05-01;190.76999999999998;217.0
2.0;156.69;2021-10-03;2022-05-01;311.54;210.0
1.0;242.92;2021-10-06;2022-05-01;242.57999999999998;207.0
1.0;145.23;2021-10-07;2022-05-01;144.89;206.0
1.0;164.64999999999998;2021-09-22;2022-05-01;164.30999999999997;221.0
1.0;93.48;2021-09-25;2022-05-01;93.14;218.0
2.0;176.25;2021-09-23;2022-05-01;350.66;220.0
2.0;117.05000000000001;2021-09-30;2022-05-01;232.23999999999998;213.0
1.0;125.68;2021-09-24;2022-05-01;125.34;219.0
2.0;137.7;2021-09-24;2022-05-01;273.55;219.0
2.0;142.32999999999998;2021-09-23;2022-05-01;282.82;220.0
1.0;121.08;2021-10-03;2022-05-01;120.74;210.0
1.0;101.51;2021-10-01;2022-05-01;101.17;212.0
1.0;288.95;2021-10-07;2022-05-01;288.61;206.0
1.0;199.26999999999998;2021-09-23;2022-05-01;198.92999999999998;220.0
2.0;135.75;2021-09-30;2022-05-01;269.64000000000004;213.0
1.0;430.57;2021-09-22;2022-05-01;430.23;221.0
1.0;403.92;2021-10-04;2022-05-01;403.58000000000004;209.0
1.0;115.33;2021-09-30;2022-05-01;114.99;213.0
3.0;127.78;2021-10-02;2022-05-01;379.97;211.0
1.0;261.34;2021-10-08;2022-05-01;261.0;205.0
1.0;288.95;2021-10-08;2022-05-01;288.61;205.0
1.0;392.40999999999997;2021-10-07;2022-05-01;392.07;206.0
1.0;113.04;2021-10-03;2022-05-01;112.7;210.0
1.0;139.47;2021-09-28;2022-05-01;139.13;215.0
1.0;167.66;2021-09-23;2022-05-01;167.32;220.0
2.0;91.19000000000001;2021-05-01;2022-05-01;180.53;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;187.76;2021-05-07;2022-05-01;187.42;359.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;150.97;2021-05-07;2022-05-01;150.63;359.0
4.0;84.84;2021-04-30;2022-05-01;334.48;366.0
1.0;169.35;2021-04-30;2022-05-01;169.01;366.0
1.0;231.45;2021-05-08;2022-05-01;231.10999999999999;358.0
1.0;150.97;2021-05-15;2022-05-01;150.63;351.0
1.0;259.06;2021-04-30;2022-05-01;258.72;366.0
1.0;176.26999999999998;2021-05-01;2022-05-01;175.92999999999998;365.0
2.0;291.59;2021-05-07;2022-05-01;581.3199999999999;359.0
2.0;344.23;2021-05-01;2022-05-01;686.61;365.0
1.0;169.37;2021-05-04;2022-05-01;169.03;362.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;150.97;2021-04-29;2022-05-01;150.63;367.0
1.0;606.17;2021-05-12;2022-05-01;605.8299999999999;354.0
1.0;150.97;2021-05-13;2022-05-01;150.63;353.0
1.0;150.97;2021-05-03;2022-05-01;150.63;363.0
1.0;176.22;2021-04-29;2022-05-01;175.88;367.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
2.0;208.45;2021-05-03;2022-05-01;415.05;363.0
2.0;118.68;2021-05-08;2022-05-01;235.51;358.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
3.0;384.45;2021-05-11;2022-05-01;1149.98;355.0
1.0;150.97;2021-05-10;2022-05-01;150.63;356.0
2.0;147.07;2021-05-13;2022-05-01;292.29;353.0
2.0;156.32;2021-05-08;2022-05-01;310.79;358.0
1.0;123.68;2021-05-14;2022-05-01;123.34;352.0
1.0;116.46000000000001;2021-05-06;2022-05-01;116.12;360.0
4.0;117.09;2021-05-09;2022-05-01;463.47;357.0
2.0;209.60999999999999;2021-05-15;2022-05-01;417.38;351.0
2.0;88.89;2021-05-01;2022-05-01;175.92999999999998;365.0
2.0;290.09;2021-05-07;2022-05-01;578.3399999999999;359.0
3.0;221.26999999999998;2021-05-13;2022-05-01;660.4399999999999;353.0
1.0;175.7;2021-05-11;2022-05-01;175.35999999999999;355.0
1.0;457.96;2021-05-06;2022-05-01;457.62;360.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;146.37;2021-05-01;2022-05-01;146.03;365.0
1.0;64.63;2021-05-01;2022-05-01;64.28999999999999;365.0
3.0;165.66;2021-05-02;2022-05-01;493.61;364.0
2.0;154.60999999999999;2021-05-02;2022-05-01;307.37;364.0
2.0;119.93;2021-05-08;2022-05-01;238.01999999999998;358.0
1.0;88.89;2021-04-30;2022-05-01;88.55;366.0
1.0;281.02;2021-05-06;2022-05-01;280.68;360.0
2.0;400.46999999999997;2021-05-09;2022-05-01;799.0899999999999;357.0
2.0;134.81;2021-05-09;2022-05-01;267.78000000000003;357.0
1.0;132.57;2021-05-05;2022-05-01;132.23;361.0
1.0;150.51999999999998;2021-05-07;2022-05-01;150.17999999999998;359.0
1.0;98.04;2021-05-08;2022-05-01;97.7;358.0
1.0;158.45999999999998;2021-05-06;2022-05-01;158.11999999999998;360.0
1.0;118.74000000000001;2021-05-05;2022-05-01;118.4;361.0
3.0;255.87;2021-05-02;2022-05-01;764.26;364.0
1.0;138.32;2021-05-05;2022-05-01;137.98;361.0
2.0;194.95;2021-05-13;2022-05-01;388.06;353.0
2.0;205.01;2021-05-01;2022-05-01;408.18;365.0
1.0;150.51999999999998;2021-05-01;2022-05-01;150.17999999999998;365.0
1.0;88.89;2021-05-11;2022-05-01;88.55;355.0
1.0;150.97;2021-05-03;2022-05-01;150.63;363.0
2.0;104.41000000000001;2021-05-07;2022-05-01;206.97;359.0
1.0;219.94;2021-05-07;2022-05-01;219.6;359.0
1.0;383.87;2021-05-12;2022-05-01;383.53000000000003;354.0
2.0;271.87;2021-05-01;2022-05-01;541.89;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;88.89;2021-05-02;2022-05-01;88.55;364.0
2.0;110.17;2021-05-06;2022-05-01;218.48999999999998;360.0
1.0;162.45999999999998;2021-04-29;2022-05-01;162.11999999999998;367.0
1.0;88.89;2021-05-05;2022-05-01;88.55;361.0
1.0;112.98;2021-05-12;2022-05-01;112.64;354.0
5.0;167.07;2021-05-14;2022-05-01;828.99;352.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;170.17999999999998;2021-05-12;2022-05-01;169.83999999999997;354.0
1.0;113.04;2021-05-10;2022-05-01;112.7;356.0
3.0;483.19;2021-05-12;2022-05-01;1446.22;354.0
2.0;159.53;2021-05-10;2022-05-01;317.22;356.0
7.0;205.85;2021-05-01;2022-05-01;1431.5600000000002;365.0
1.0;150.97;2021-05-04;2022-05-01;150.63;362.0
2.0;182.53;2021-05-06;2022-05-01;363.2;360.0
1.0;273.77;2021-05-02;2022-05-01;273.43;364.0
1.0;115.31;2021-05-05;2022-05-01;114.97;361.0
2.0;159.01999999999998;2021-05-07;2022-05-01;316.2;359.0
1.0;150.97;2021-05-07;2022-05-01;150.63;359.0
3.0;197.56;2021-05-08;2022-05-01;589.3299999999999;358.0
1.0;262.8;2021-05-04;2022-05-01;262.46000000000004;362.0
1.0;111.88000000000001;2021-05-03;2022-05-01;111.54;363.0
1.0;88.89;2021-05-08;2022-05-01;88.55;358.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;163.97;2021-05-11;2022-05-01;163.63;355.0
2.0;118.67;2021-05-07;2022-05-01;235.48;359.0
1.0;157.85999999999999;2021-05-01;2022-05-01;157.51999999999998;365.0
1.0;202.70999999999998;2021-05-01;2022-05-01;202.36999999999998;365.0
2.0;272.84999999999997;2021-05-06;2022-05-01;543.8499999999999;360.0
2.0;92.07000000000001;2021-05-06;2022-05-01;182.29999999999998;360.0
1.0;60.85;2021-05-04;2022-05-01;60.510000000000005;362.0
2.0;122.81;2021-05-01;2022-05-01;243.76999999999998;365.0
2.0;102.11;2021-05-13;2022-05-01;202.35999999999999;353.0
1.0;233.76;2021-05-11;2022-05-01;233.42;355.0
6.0;151.73;2021-05-14;2022-05-01;902.51;352.0
1.0;148.45;2021-05-06;2022-05-01;148.10999999999999;360.0
1.0;150.97;2021-05-11;2022-05-01;150.63;355.0
1.0;88.89;2021-05-02;2022-05-01;88.55;364.0
1.0;88.79;2021-05-12;2022-05-01;88.45;354.0
1.0;162.45999999999998;2021-05-06;2022-05-01;162.11999999999998;360.0
3.0;170.5;2021-05-04;2022-05-01;508.13;362.0
7.0;209.56;2021-05-05;2022-05-01;1457.5;361.0
1.0;127.96000000000001;2021-05-01;2022-05-01;127.62;365.0
1.0;401.96;2021-05-05;2022-05-01;401.62;361.0
1.0;158.45999999999998;2021-05-06;2022-05-01;158.11999999999998;360.0
1.0;123.68;2021-05-08;2022-05-01;123.34;358.0
1.0;152.13;2021-05-11;2022-05-01;151.79;355.0
4.0;212.69;2021-04-30;2022-05-01;845.91;366.0
1.0;450.24;2021-05-12;2022-05-01;449.90000000000003;354.0
2.0;123.38000000000001;2021-05-06;2022-05-01;244.91;360.0
1.0;88.89;2021-05-02;2022-05-01;88.55;364.0
1.0;369.42;2021-05-02;2022-05-01;369.08000000000004;364.0
1.0;150.97;2021-05-07;2022-05-01;150.63;359.0
1.0;185.45999999999998;2021-05-01;2022-05-01;185.11999999999998;365.0
2.0;100.13000000000001;2021-05-11;2022-05-01;198.41;355.0
3.0;309.63;2021-05-03;2022-05-01;925.53;363.0
1.0;99.24000000000001;2021-05-05;2022-05-01;98.9;361.0
1.0;150.97;2021-05-03;2022-05-01;150.63;363.0
3.0;316.63;2021-05-11;2022-05-01;946.54;355.0
2.0;252.98999999999998;2021-04-29;2022-05-01;504.12;367.0
1.0;93.38000000000001;2021-05-01;2022-05-01;93.04;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;167.07999999999998;2021-05-13;2022-05-01;166.73999999999998;353.0
1.0;150.97;2021-05-04;2022-05-01;150.63;362.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
5.0;184.62;2021-05-07;2022-05-01;916.6999999999999;359.0
1.0;123.68;2021-05-11;2022-05-01;123.34;355.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;146.35999999999999;2021-05-10;2022-05-01;146.01999999999998;356.0
1.0;139.47;2021-05-10;2022-05-01;139.13;356.0
1.0;209.6;2021-05-01;2022-05-01;209.26;365.0
2.0;126.05000000000001;2021-04-29;2022-05-01;250.23999999999998;367.0
4.0;282.12;2021-05-01;2022-05-01;1123.6000000000001;365.0
1.0;88.89;2021-05-06;2022-05-01;88.55;360.0
2.0;167.79999999999998;2021-05-01;2022-05-01;333.75;365.0
2.0;123.67;2021-05-01;2022-05-01;245.5;365.0
2.0;132.57999999999998;2021-05-10;2022-05-01;263.32;356.0
1.0;150.51999999999998;2021-05-01;2022-05-01;150.17999999999998;365.0
1.0;261.69;2021-05-14;2022-05-01;261.35;352.0
1.0;145.23;2021-05-03;2022-05-01;144.89;363.0
9.0;176.95;2021-05-06;2022-05-01;1580.0900000000001;360.0
1.0;139.54999999999998;2021-04-30;2022-05-01;139.20999999999998;366.0
1.0;176.26999999999998;2021-05-01;2022-05-01;175.92999999999998;365.0
1.0;233.76;2021-05-02;2022-05-01;233.42;364.0
8.0;152.79;2021-05-06;2022-05-01;1211.42;360.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
3.0;136.39999999999998;2021-05-11;2022-05-01;405.84000000000003;355.0
1.0;150.51999999999998;2021-05-05;2022-05-01;150.17999999999998;361.0
1.0;150.97;2021-04-30;2022-05-01;150.63;366.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;88.89;2021-04-30;2022-05-01;88.55;366.0
1.0;150.97;2021-04-30;2022-05-01;150.63;366.0
9.0;200.79;2021-05-08;2022-05-01;1794.67;358.0
1.0;102.65;2021-05-10;2022-05-01;102.31;356.0
2.0;107.29;2021-05-08;2022-05-01;212.72;358.0
1.0;94.93;2021-05-06;2022-05-01;94.59;360.0
1.0;100.33;2021-05-14;2022-05-01;99.99;352.0
1.0;153.16;2021-05-10;2022-05-01;152.82;356.0
1.0;150.97;2021-05-01;2022-05-01;150.63;365.0
3.0;151.31;2021-05-11;2022-05-01;450.57;355.0
4.0;87.16000000000001;2021-04-30;2022-05-01;343.78000000000003;366.0
5.0;153.6;2021-04-30;2022-05-01;761.64;366.0
1.0;117.58;2021-05-13;2022-05-01;117.24;353.0
1.0;174.32;2021-05-06;2022-05-01;173.98;360.0
1.0;257.1;2021-05-01;2022-05-01;256.76;365.0
1.0;99.24000000000001;2021-05-07;2022-05-01;98.9;359.0
1.0;116.46000000000001;2021-05-01;2022-05-01;116.12;365.0
4.0;167.29;2021-04-30;2022-05-01;664.27;366.0
2.0;123.67;2021-05-01;2022-05-01;245.5;365.0
1.0;118.68;2021-05-11;2022-05-01;118.34;355.0
2.0;141.19;2021-05-14;2022-05-01;280.54;352.0
1.0;220.88;2021-05-01;2022-05-01;220.54;365.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
2.0;109.74000000000001;2021-05-06;2022-05-01;217.63;360.0
1.0;411.45;2021-05-01;2022-05-01;411.11;365.0
1.0;101.44000000000001;2021-05-13;2022-05-01;101.10000000000001;353.0
1.0;150.97;2021-05-07;2022-05-01;150.63;359.0
1.0;112.67;2021-05-04;2022-05-01;112.33;362.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
2.0;204.60999999999999;2021-04-30;2022-05-01;407.37;366.0
5.0;174.89;2021-04-30;2022-05-01;868.0899999999999;366.0
2.0;131.92;2021-05-12;2022-05-01;261.99;354.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
2.0;95.65;2021-05-06;2022-05-01;189.44;360.0
5.0;162.91;2021-05-13;2022-05-01;808.18;353.0
4.0;228.82999999999998;2021-05-12;2022-05-01;910.4499999999999;354.0
1.0;581.55;2021-05-14;2022-05-01;581.2099999999999;352.0
2.0;150.97;2021-05-11;2022-05-01;300.09000000000003;355.0
2.0;152.76999999999998;2021-05-07;2022-05-01;303.69;359.0
2.0;286.07;2021-05-01;2022-05-01;570.28;365.0
2.0;207.26999999999998;2021-05-01;2022-05-01;412.69;365.0
6.0;123.82000000000001;2021-05-02;2022-05-01;735.05;364.0
1.0;216.54;2021-05-05;2022-05-01;216.2;361.0
2.0;297.15;2021-04-30;2022-05-01;592.4599999999999;366.0
2.0;210.73;2021-05-06;2022-05-01;419.62;360.0
2.0;147.26999999999998;2021-05-07;2022-05-01;292.68;359.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
1.0;369.42;2021-05-05;2022-05-01;369.08000000000004;361.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
2.0;119.93;2021-05-07;2022-05-01;238.01;359.0
2.0;286.06;2021-05-07;2022-05-01;570.27;359.0
1.0;134.88;2021-05-11;2022-05-01;134.54;355.0
2.0;118.73;2021-04-30;2022-05-01;235.6;366.0
2.0;188.92;2021-05-04;2022-05-01;375.99;362.0
1.0;88.89;2021-05-01;2022-05-01;88.55;365.0
4.0;90.33;2021-07-15;2022-05-01;356.44;290.0
3.0;173.60999999999999;2021-07-05;2022-05-01;517.4599999999999;300.0
1.0;138.22;2021-07-22;2022-05-01;137.88;283.0
2.0;132.35;2021-07-18;2022-05-01;262.84000000000003;287.0
1.0;173.95999999999998;2021-07-16;2022-05-01;173.61999999999998;289.0
2.0;191.53;2021-07-23;2022-05-01;381.22;282.0
1.0;464.84999999999997;2021-07-05;2022-05-01;464.51;300.0
1.0;78.95;2021-07-04;2022-05-01;78.61;301.0
3.0;104.97;2021-07-18;2022-05-01;311.55;287.0
1.0;68.08;2021-07-14;2022-05-01;67.74;291.0
1.0;136.03;2021-07-01;2022-05-01;135.69;304.0
