Historic Number Of Orders,Average Order Value,First Active,Last Active,Historic Customer Lifetime Value,days active
1.0,403.92,2021-04-17,2022-04-30,403.58000000000004,378.0
1.0,96.15,2021-04-18,2022-04-30,95.81,377.0
1.0,118.30000000000001,2021-04-18,2022-04-30,117.96000000000001,377.0
1.0,255.38,2021-04-18,2022-04-30,255.04,377.0
3.0,194.2,2021-04-16,2022-04-30,579.25,379.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
2.0,90.55000000000001,2021-05-27,2022-04-30,179.26,338.0
1.0,388.64,2021-04-17,2022-04-30,388.3,378.0
9.0,185.85,2021-04-15,2022-04-30,1660.27,380.0
1.0,173.95999999999998,2021-04-18,2022-04-30,173.61999999999998,377.0
1.0,685.6,2021-04-16,2022-04-30,685.26,379.0
1.0,115.05000000000001,2021-04-16,2022-04-30,114.71000000000001,379.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,150.51999999999998,2021-04-17,2022-04-30,150.17999999999998,378.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,336.78,2021-04-15,2022-04-30,336.44,380.0
1.0,131.82999999999998,2021-04-17,2022-04-30,131.48999999999998,378.0
3.0,219.92999999999998,2021-04-16,2022-04-30,656.43,379.0
2.0,200.59,2021-04-18,2022-04-30,399.32,377.0
5.0,132.72,2021-04-15,2022-04-30,657.24,380.0
1.0,130.13,2021-04-15,2022-04-30,129.79,380.0
1.0,233.76,2021-04-18,2022-04-30,233.42,377.0
1.0,156.73,2021-04-18,2022-04-30,156.39,377.0
2.0,202.70999999999998,2021-04-18,2022-04-30,403.56,377.0
3.0,166.89999999999998,2021-04-15,2022-04-30,497.33000000000004,380.0
1.0,99.24000000000001,2021-04-18,2022-04-30,98.9,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,109.56,2021-04-16,2022-04-30,109.22,379.0
4.0,244.32,2021-04-15,2022-04-30,972.4,380.0
1.0,245.01,2021-04-17,2022-04-30,244.67,378.0
1.0,103.16000000000001,2021-04-17,2022-04-30,102.82000000000001,378.0
1.0,219.94,2021-04-18,2022-04-30,219.6,377.0
1.0,342.99,2021-04-17,2022-04-30,342.65000000000003,378.0
1.0,88.89,2021-04-18,2022-04-30,88.55,377.0
1.0,91.19000000000001,2021-04-16,2022-04-30,90.85000000000001,379.0
1.0,95.92,2021-04-15,2022-04-30,95.58,380.0
1.0,213.64,2021-04-18,2022-04-30,213.29999999999998,377.0
2.0,221.10999999999999,2021-04-16,2022-04-30,440.37,379.0
1.0,261.98,2021-04-19,2022-04-30,261.64000000000004,376.0
3.0,279.56,2021-04-17,2022-04-30,835.31,378.0
1.0,118.27000000000001,2021-04-18,2022-04-30,117.93,377.0
1.0,201.23,2021-04-18,2022-04-30,200.89,377.0
1.0,302.73,2021-07-27,2022-04-30,302.39000000000004,277.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,104.99000000000001,2021-04-18,2022-04-30,104.65,377.0
2.0,128.63,2021-04-16,2022-04-30,255.41,379.0
1.0,213.64,2021-04-18,2022-04-30,213.29999999999998,377.0
1.0,185.45999999999998,2021-04-18,2022-04-30,185.11999999999998,377.0
4.0,273.57,2021-04-15,2022-04-30,1089.43,380.0
1.0,127.98,2021-04-18,2022-04-30,127.64,377.0
1.0,114.41000000000001,2021-04-18,2022-04-30,114.07000000000001,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
2.0,137.94,2021-04-16,2022-04-30,274.02000000000004,379.0
4.0,167.73999999999998,2021-04-16,2022-04-30,666.0999999999999,379.0
1.0,110.73,2021-04-19,2022-04-30,110.39,376.0
2.0,265.61,2021-04-16,2022-04-30,529.36,379.0
2.0,196.07,2021-04-18,2022-04-30,390.28000000000003,377.0
2.0,208.07,2021-04-18,2022-04-30,414.28000000000003,377.0
8.0,188.03,2021-04-15,2022-04-30,1493.3200000000002,380.0
1.0,130.84,2021-10-01,2022-04-30,130.5,211.0
1.0,213.64,2021-04-18,2022-04-30,213.29999999999998,377.0
1.0,403.92,2021-09-16,2022-04-30,403.58000000000004,226.0
1.0,207.31,2021-04-16,2022-04-30,206.97,379.0
1.0,430.25,2021-04-16,2022-04-30,429.91,379.0
3.0,184.54999999999998,2021-04-17,2022-04-30,550.3,378.0
1.0,167.07,2021-04-18,2022-04-30,166.73,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,173.95999999999998,2021-04-18,2022-04-30,173.61999999999998,377.0
2.0,149.82999999999998,2021-04-18,2022-04-30,297.8,377.0
1.0,326.43,2021-04-15,2022-04-30,326.09000000000003,380.0
2.0,145.22,2021-04-16,2022-04-30,288.59000000000003,379.0
1.0,163.63,2021-04-18,2022-04-30,163.29,377.0
1.0,369.42,2021-04-16,2022-04-30,369.08000000000004,379.0
1.0,457.96,2021-04-19,2022-04-30,457.62,376.0
1.0,153.26999999999998,2021-04-18,2022-04-30,152.92999999999998,377.0
1.0,57.73,2021-04-15,2022-04-30,57.39,380.0
2.0,145.22,2021-04-16,2022-04-30,288.59000000000003,379.0
2.0,172.57,2021-04-16,2022-04-30,343.28000000000003,379.0
1.0,123.48,2021-04-18,2022-04-30,123.14,377.0
2.0,148.66,2021-04-18,2022-04-30,295.47,377.0
1.0,163.97,2021-04-18,2022-04-30,163.63,377.0
2.0,118.78,2021-04-17,2022-04-30,235.70999999999998,378.0
1.0,110.72,2021-04-17,2022-04-30,110.38,378.0
1.0,248.7,2021-04-15,2022-04-30,248.35999999999999,380.0
1.0,173.98,2021-04-15,2022-04-30,173.64,380.0
3.0,137.16,2021-04-16,2022-04-30,408.13,379.0
7.0,181.06,2021-04-16,2022-04-30,1258.03,379.0
1.0,173.95999999999998,2021-07-16,2022-04-30,173.61999999999998,288.0
1.0,122.23,2021-04-18,2022-04-30,121.89,377.0
2.0,160.16,2021-04-18,2022-04-30,318.47,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,231.45,2021-04-19,2022-04-30,231.10999999999999,376.0
2.0,106.29,2021-04-18,2022-04-30,210.72,377.0
1.0,117.27000000000001,2021-04-18,2022-04-30,116.93,377.0
3.0,114.47,2021-04-18,2022-04-30,340.06,377.0
1.0,88.89,2021-04-18,2022-04-30,88.55,377.0
2.0,158.01,2021-04-16,2022-04-30,314.17,379.0
2.0,280.88,2021-10-18,2022-04-30,559.91,194.0
1.0,102.4,2021-10-20,2022-04-30,102.06,192.0
10.0,283.65999999999997,2021-10-20,2022-04-30,2822.69,192.0
3.0,416.63,2021-10-18,2022-04-30,1246.52,194.0
1.0,432.67,2021-10-19,2022-04-30,432.33000000000004,193.0
1.0,139.47,2021-10-17,2022-04-30,139.13,195.0
1.0,234.29,2021-10-19,2022-04-30,233.95,193.0
1.0,93.48,2021-10-20,2022-04-30,93.14,192.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,311.93,2021-10-16,2022-04-30,311.59000000000003,196.0
1.0,288.95,2021-10-20,2022-04-30,288.61,192.0
1.0,343.67,2021-10-18,2022-04-30,343.33000000000004,194.0
2.0,154.88,2021-10-20,2022-04-30,307.91,192.0
1.0,98.08,2021-10-20,2022-04-30,97.74,192.0
1.0,237.2,2021-10-16,2022-04-30,236.85999999999999,196.0
2.0,147.51999999999998,2021-10-17,2022-04-30,293.2,195.0
1.0,140.34,2021-10-20,2022-04-30,140.0,192.0
1.0,428.96999999999997,2021-10-19,2022-04-30,428.63,193.0
1.0,139.47,2021-10-17,2022-04-30,139.13,195.0
1.0,88.89,2021-10-20,2022-04-30,88.55,192.0
1.0,93.48,2021-10-17,2022-04-30,93.14,195.0
1.0,172.82,2021-10-17,2022-04-30,172.48,195.0
1.0,139.47,2021-10-18,2022-04-30,139.13,194.0
1.0,145.23,2021-10-20,2022-04-30,144.89,192.0
1.0,173.95999999999998,2021-10-20,2022-04-30,173.61999999999998,192.0
1.0,169.14,2021-10-20,2022-04-30,168.79999999999998,192.0
2.0,154.85,2021-10-20,2022-04-30,307.86,192.0
1.0,141.48999999999998,2021-10-20,2022-04-30,141.14999999999998,192.0
1.0,196.95,2021-10-17,2022-04-30,196.60999999999999,195.0
3.0,101.36,2021-10-18,2022-04-30,300.72,194.0
1.0,139.47,2021-10-18,2022-04-30,139.13,194.0
1.0,139.47,2021-10-17,2022-04-30,139.13,195.0
1.0,182.6,2021-10-18,2022-04-30,182.26,194.0
1.0,170.53,2021-10-17,2022-04-30,170.19,195.0
1.0,102.4,2021-10-20,2022-04-30,102.06,192.0
1.0,152.13,2021-10-18,2022-04-30,151.79,194.0
1.0,150.51999999999998,2021-10-20,2022-04-30,150.17999999999998,192.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
2.0,107.28,2021-10-19,2022-04-30,212.70999999999998,193.0
1.0,173.95999999999998,2021-10-16,2022-04-30,173.61999999999998,196.0
1.0,87.62,2021-10-19,2022-04-30,87.28,193.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,243.53,2021-10-20,2022-04-30,243.19,192.0
1.0,139.47,2021-10-17,2022-04-30,139.13,195.0
1.0,233.76,2021-10-17,2022-04-30,233.42,195.0
1.0,102.4,2021-10-20,2022-04-30,102.06,192.0
1.0,102.4,2021-10-20,2022-04-30,102.06,192.0
1.0,139.47,2021-10-17,2022-04-30,139.13,195.0
4.0,219.07,2021-09-22,2022-04-30,871.4,220.0
1.0,150.97,2021-09-25,2022-04-30,150.63,217.0
1.0,89.93,2021-09-26,2022-04-30,89.59,216.0
1.0,87.62,2021-10-06,2022-04-30,87.28,206.0
1.0,173.95999999999998,2021-10-07,2022-04-30,173.61999999999998,205.0
1.0,118.72,2021-09-23,2022-04-30,118.38,219.0
1.0,495.89,2021-09-30,2022-04-30,495.55,212.0
2.0,125.11,2021-09-30,2022-04-30,248.35999999999999,212.0
1.0,115.33,2021-09-30,2022-04-30,114.99,212.0
1.0,79.13000000000001,2021-09-26,2022-04-30,78.79,216.0
2.0,153.97,2021-09-23,2022-04-30,306.08000000000004,219.0
1.0,139.47,2021-09-26,2022-04-30,139.13,216.0
2.0,120.67,2021-10-01,2022-04-30,239.5,211.0
1.0,173.97,2021-10-08,2022-04-30,173.63,204.0
1.0,129.82999999999998,2021-09-30,2022-04-30,129.48999999999998,212.0
1.0,107.29,2021-09-25,2022-04-30,106.95,217.0
1.0,106.14,2021-09-30,2022-04-30,105.8,212.0
1.0,231.45,2021-10-02,2022-04-30,231.10999999999999,210.0
1.0,150.51999999999998,2021-10-08,2022-04-30,150.17999999999998,204.0
1.0,107.29,2021-09-22,2022-04-30,106.95,220.0
2.0,185.45999999999998,2021-10-04,2022-04-30,369.07,208.0
1.0,125.68,2021-10-06,2022-04-30,125.34,206.0
1.0,122.21000000000001,2021-09-23,2022-04-30,121.87,219.0
2.0,212.78,2021-09-23,2022-04-30,423.71000000000004,219.0
1.0,107.29,2021-09-24,2022-04-30,106.95,218.0
1.0,311.92,2021-09-23,2022-04-30,311.58000000000004,219.0
1.0,182.6,2021-09-26,2022-04-30,182.26,216.0
1.0,231.45,2021-09-23,2022-04-30,231.10999999999999,219.0
1.0,152.13,2021-09-26,2022-04-30,151.79,216.0
1.0,139.47,2021-09-22,2022-04-30,139.13,220.0
1.0,99.80000000000001,2021-09-30,2022-04-30,99.46000000000001,212.0
1.0,139.47,2021-09-28,2022-04-30,139.13,214.0
1.0,173.95999999999998,2021-09-23,2022-04-30,173.61999999999998,219.0
1.0,99.80000000000001,2021-09-30,2022-04-30,99.46000000000001,212.0
1.0,187.42999999999998,2021-09-29,2022-04-30,187.08999999999997,213.0
1.0,434.15999999999997,2021-10-03,2022-04-30,433.82,209.0
1.0,576.39,2021-10-07,2022-04-30,576.05,205.0
2.0,302.15999999999997,2021-09-29,2022-04-30,602.4799999999999,213.0
2.0,118.77000000000001,2021-09-30,2022-04-30,235.67999999999998,212.0
2.0,96.31,2021-09-26,2022-04-30,190.76999999999998,216.0
2.0,156.69,2021-10-03,2022-04-30,311.54,209.0
1.0,242.92,2021-10-06,2022-04-30,242.57999999999998,206.0
1.0,145.23,2021-10-07,2022-04-30,144.89,205.0
1.0,164.64999999999998,2021-09-22,2022-04-30,164.30999999999997,220.0
1.0,93.48,2021-09-25,2022-04-30,93.14,217.0
2.0,176.25,2021-09-23,2022-04-30,350.66,219.0
2.0,117.05000000000001,2021-09-30,2022-04-30,232.23999999999998,212.0
1.0,125.68,2021-09-24,2022-04-30,125.34,218.0
2.0,137.7,2021-09-24,2022-04-30,273.55,218.0
2.0,142.32999999999998,2021-09-23,2022-04-30,282.82,219.0
1.0,121.08,2021-10-03,2022-04-30,120.74,209.0
1.0,101.51,2021-10-01,2022-04-30,101.17,211.0
1.0,288.95,2021-10-07,2022-04-30,288.61,205.0
1.0,199.26999999999998,2021-09-23,2022-04-30,198.92999999999998,219.0
2.0,135.75,2021-09-30,2022-04-30,269.64000000000004,212.0
1.0,430.57,2021-09-22,2022-04-30,430.23,220.0
1.0,403.92,2021-10-04,2022-04-30,403.58000000000004,208.0
1.0,115.33,2021-09-30,2022-04-30,114.99,212.0
3.0,127.78,2021-10-02,2022-04-30,379.97,210.0
1.0,261.34,2021-10-08,2022-04-30,261.0,204.0
1.0,288.95,2021-10-08,2022-04-30,288.61,204.0
1.0,392.40999999999997,2021-10-07,2022-04-30,392.07,205.0
1.0,113.04,2021-10-03,2022-04-30,112.7,209.0
1.0,139.47,2021-09-28,2022-04-30,139.13,214.0
1.0,167.66,2021-09-23,2022-04-30,167.32,219.0
2.0,91.19000000000001,2021-05-01,2022-04-30,180.53,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,187.76,2021-05-07,2022-04-30,187.42,358.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,150.97,2021-05-07,2022-04-30,150.63,358.0
4.0,84.84,2021-04-30,2022-04-30,334.48,365.0
1.0,169.35,2021-04-30,2022-04-30,169.01,365.0
1.0,231.45,2021-05-08,2022-04-30,231.10999999999999,357.0
1.0,150.97,2021-05-15,2022-04-30,150.63,350.0
1.0,259.06,2021-04-30,2022-04-30,258.72,365.0
1.0,176.26999999999998,2021-05-01,2022-04-30,175.92999999999998,364.0
2.0,291.59,2021-05-07,2022-04-30,581.3199999999999,358.0
2.0,344.23,2021-05-01,2022-04-30,686.61,364.0
1.0,169.37,2021-05-04,2022-04-30,169.03,361.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,150.97,2021-04-29,2022-04-30,150.63,366.0
1.0,606.17,2021-05-12,2022-04-30,605.8299999999999,353.0
1.0,150.97,2021-05-13,2022-04-30,150.63,352.0
1.0,150.97,2021-05-03,2022-04-30,150.63,362.0
1.0,176.22,2021-04-29,2022-04-30,175.88,366.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
2.0,208.45,2021-05-03,2022-04-30,415.05,362.0
2.0,118.68,2021-05-08,2022-04-30,235.51,357.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
3.0,384.45,2021-05-11,2022-04-30,1149.98,354.0
1.0,150.97,2021-05-10,2022-04-30,150.63,355.0
2.0,147.07,2021-05-13,2022-04-30,292.29,352.0
2.0,156.32,2021-05-08,2022-04-30,310.79,357.0
1.0,123.68,2021-05-14,2022-04-30,123.34,351.0
1.0,116.46000000000001,2021-05-06,2022-04-30,116.12,359.0
4.0,117.09,2021-05-09,2022-04-30,463.47,356.0
2.0,209.60999999999999,2021-05-15,2022-04-30,417.38,350.0
2.0,88.89,2021-05-01,2022-04-30,175.92999999999998,364.0
2.0,290.09,2021-05-07,2022-04-30,578.3399999999999,358.0
3.0,221.26999999999998,2021-05-13,2022-04-30,660.4399999999999,352.0
1.0,175.7,2021-05-11,2022-04-30,175.35999999999999,354.0
1.0,457.96,2021-05-06,2022-04-30,457.62,359.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,146.37,2021-05-01,2022-04-30,146.03,364.0
1.0,64.63,2021-05-01,2022-04-30,64.28999999999999,364.0
3.0,165.66,2021-05-02,2022-04-30,493.61,363.0
2.0,154.60999999999999,2021-05-02,2022-04-30,307.37,363.0
2.0,119.93,2021-05-08,2022-04-30,238.01999999999998,357.0
1.0,88.89,2021-04-30,2022-04-30,88.55,365.0
1.0,281.02,2021-05-06,2022-04-30,280.68,359.0
2.0,400.46999999999997,2021-05-09,2022-04-30,799.0899999999999,356.0
2.0,134.81,2021-05-09,2022-04-30,267.78000000000003,356.0
1.0,132.57,2021-05-05,2022-04-30,132.23,360.0
1.0,150.51999999999998,2021-05-07,2022-04-30,150.17999999999998,358.0
1.0,98.04,2021-05-08,2022-04-30,97.7,357.0
1.0,158.45999999999998,2021-05-06,2022-04-30,158.11999999999998,359.0
1.0,118.74000000000001,2021-05-05,2022-04-30,118.4,360.0
3.0,255.87,2021-05-02,2022-04-30,764.26,363.0
1.0,138.32,2021-05-05,2022-04-30,137.98,360.0
2.0,194.95,2021-05-13,2022-04-30,388.06,352.0
2.0,205.01,2021-05-01,2022-04-30,408.18,364.0
1.0,150.51999999999998,2021-05-01,2022-04-30,150.17999999999998,364.0
1.0,88.89,2021-05-11,2022-04-30,88.55,354.0
1.0,150.97,2021-05-03,2022-04-30,150.63,362.0
2.0,104.41000000000001,2021-05-07,2022-04-30,206.97,358.0
1.0,219.94,2021-05-07,2022-04-30,219.6,358.0
1.0,383.87,2021-05-12,2022-04-30,383.53000000000003,353.0
2.0,271.87,2021-05-01,2022-04-30,541.89,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,88.89,2021-05-02,2022-04-30,88.55,363.0
2.0,110.17,2021-05-06,2022-04-30,218.48999999999998,359.0
1.0,162.45999999999998,2021-04-29,2022-04-30,162.11999999999998,366.0
1.0,88.89,2021-05-05,2022-04-30,88.55,360.0
1.0,112.98,2021-05-12,2022-04-30,112.64,353.0
5.0,167.07,2021-05-14,2022-04-30,828.99,351.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,170.17999999999998,2021-05-12,2022-04-30,169.83999999999997,353.0
1.0,113.04,2021-05-10,2022-04-30,112.7,355.0
3.0,483.19,2021-05-12,2022-04-30,1446.22,353.0
2.0,159.53,2021-05-10,2022-04-30,317.22,355.0
7.0,205.85,2021-05-01,2022-04-30,1431.5600000000002,364.0
1.0,150.97,2021-05-04,2022-04-30,150.63,361.0
2.0,182.53,2021-05-06,2022-04-30,363.2,359.0
1.0,273.77,2021-05-02,2022-04-30,273.43,363.0
1.0,115.31,2021-05-05,2022-04-30,114.97,360.0
2.0,159.01999999999998,2021-05-07,2022-04-30,316.2,358.0
1.0,150.97,2021-05-07,2022-04-30,150.63,358.0
3.0,197.56,2021-05-08,2022-04-30,589.3299999999999,357.0
1.0,262.8,2021-05-04,2022-04-30,262.46000000000004,361.0
1.0,111.88000000000001,2021-05-03,2022-04-30,111.54,362.0
1.0,88.89,2021-05-08,2022-04-30,88.55,357.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,163.97,2021-05-11,2022-04-30,163.63,354.0
2.0,118.67,2021-05-07,2022-04-30,235.48,358.0
1.0,157.85999999999999,2021-05-01,2022-04-30,157.51999999999998,364.0
1.0,202.70999999999998,2021-05-01,2022-04-30,202.36999999999998,364.0
2.0,272.84999999999997,2021-05-06,2022-04-30,543.8499999999999,359.0
2.0,92.07000000000001,2021-05-06,2022-04-30,182.29999999999998,359.0
1.0,60.85,2021-05-04,2022-04-30,60.510000000000005,361.0
2.0,122.81,2021-05-01,2022-04-30,243.76999999999998,364.0
2.0,102.11,2021-05-13,2022-04-30,202.35999999999999,352.0
1.0,233.76,2021-05-11,2022-04-30,233.42,354.0
6.0,151.73,2021-05-14,2022-04-30,902.51,351.0
1.0,148.45,2021-05-06,2022-04-30,148.10999999999999,359.0
1.0,150.97,2021-05-11,2022-04-30,150.63,354.0
1.0,88.89,2021-05-02,2022-04-30,88.55,363.0
1.0,88.79,2021-05-12,2022-04-30,88.45,353.0
1.0,162.45999999999998,2021-05-06,2022-04-30,162.11999999999998,359.0
3.0,170.5,2021-05-04,2022-04-30,508.13,361.0
7.0,209.56,2021-05-05,2022-04-30,1457.5,360.0
1.0,127.96000000000001,2021-05-01,2022-04-30,127.62,364.0
1.0,401.96,2021-05-05,2022-04-30,401.62,360.0
1.0,158.45999999999998,2021-05-06,2022-04-30,158.11999999999998,359.0
1.0,123.68,2021-05-08,2022-04-30,123.34,357.0
1.0,152.13,2021-05-11,2022-04-30,151.79,354.0
4.0,212.69,2021-04-30,2022-04-30,845.91,365.0
1.0,450.24,2021-05-12,2022-04-30,449.90000000000003,353.0
2.0,123.38000000000001,2021-05-06,2022-04-30,244.91,359.0
1.0,88.89,2021-05-02,2022-04-30,88.55,363.0
1.0,369.42,2021-05-02,2022-04-30,369.08000000000004,363.0
1.0,150.97,2021-05-07,2022-04-30,150.63,358.0
1.0,185.45999999999998,2021-05-01,2022-04-30,185.11999999999998,364.0
2.0,100.13000000000001,2021-05-11,2022-04-30,198.41,354.0
3.0,309.63,2021-05-03,2022-04-30,925.53,362.0
1.0,99.24000000000001,2021-05-05,2022-04-30,98.9,360.0
1.0,150.97,2021-05-03,2022-04-30,150.63,362.0
3.0,316.63,2021-05-11,2022-04-30,946.54,354.0
2.0,252.98999999999998,2021-04-29,2022-04-30,504.12,366.0
1.0,93.38000000000001,2021-05-01,2022-04-30,93.04,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,167.07999999999998,2021-05-13,2022-04-30,166.73999999999998,352.0
1.0,150.97,2021-05-04,2022-04-30,150.63,361.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
5.0,184.62,2021-05-07,2022-04-30,916.6999999999999,358.0
1.0,123.68,2021-05-11,2022-04-30,123.34,354.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,146.35999999999999,2021-05-10,2022-04-30,146.01999999999998,355.0
1.0,139.47,2021-05-10,2022-04-30,139.13,355.0
1.0,209.6,2021-05-01,2022-04-30,209.26,364.0
2.0,126.05000000000001,2021-04-29,2022-04-30,250.23999999999998,366.0
4.0,282.12,2021-05-01,2022-04-30,1123.6000000000001,364.0
1.0,88.89,2021-05-06,2022-04-30,88.55,359.0
2.0,167.79999999999998,2021-05-01,2022-04-30,333.75,364.0
2.0,123.67,2021-05-01,2022-04-30,245.5,364.0
2.0,132.57999999999998,2021-05-10,2022-04-30,263.32,355.0
1.0,150.51999999999998,2021-05-01,2022-04-30,150.17999999999998,364.0
1.0,261.69,2021-05-14,2022-04-30,261.35,351.0
1.0,145.23,2021-05-03,2022-04-30,144.89,362.0
9.0,176.95,2021-05-06,2022-04-30,1580.0900000000001,359.0
1.0,139.54999999999998,2021-04-30,2022-04-30,139.20999999999998,365.0
1.0,176.26999999999998,2021-05-01,2022-04-30,175.92999999999998,364.0
1.0,233.76,2021-05-02,2022-04-30,233.42,363.0
8.0,152.79,2021-05-06,2022-04-30,1211.42,359.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
3.0,136.39999999999998,2021-05-11,2022-04-30,405.84000000000003,354.0
1.0,150.51999999999998,2021-05-05,2022-04-30,150.17999999999998,360.0
1.0,150.97,2021-04-30,2022-04-30,150.63,365.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,88.89,2021-04-30,2022-04-30,88.55,365.0
1.0,150.97,2021-04-30,2022-04-30,150.63,365.0
9.0,200.79,2021-05-08,2022-04-30,1794.67,357.0
1.0,102.65,2021-05-10,2022-04-30,102.31,355.0
2.0,107.29,2021-05-08,2022-04-30,212.72,357.0
1.0,94.93,2021-05-06,2022-04-30,94.59,359.0
1.0,100.33,2021-05-14,2022-04-30,99.99,351.0
1.0,153.16,2021-05-10,2022-04-30,152.82,355.0
1.0,150.97,2021-05-01,2022-04-30,150.63,364.0
3.0,151.31,2021-05-11,2022-04-30,450.57,354.0
4.0,87.16000000000001,2021-04-30,2022-04-30,343.78000000000003,365.0
5.0,153.6,2021-04-30,2022-04-30,761.64,365.0
1.0,117.58,2021-05-13,2022-04-30,117.24,352.0
1.0,174.32,2021-05-06,2022-04-30,173.98,359.0
1.0,257.1,2021-05-01,2022-04-30,256.76,364.0
1.0,99.24000000000001,2021-05-07,2022-04-30,98.9,358.0
1.0,116.46000000000001,2021-05-01,2022-04-30,116.12,364.0
4.0,167.29,2021-04-30,2022-04-30,664.27,365.0
2.0,123.67,2021-05-01,2022-04-30,245.5,364.0
1.0,118.68,2021-05-11,2022-04-30,118.34,354.0
2.0,141.19,2021-05-14,2022-04-30,280.54,351.0
1.0,220.88,2021-05-01,2022-04-30,220.54,364.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
2.0,109.74000000000001,2021-05-06,2022-04-30,217.63,359.0
1.0,411.45,2021-05-01,2022-04-30,411.11,364.0
1.0,101.44000000000001,2021-05-13,2022-04-30,101.10000000000001,352.0
1.0,150.97,2021-05-07,2022-04-30,150.63,358.0
1.0,112.67,2021-05-04,2022-04-30,112.33,361.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
2.0,204.60999999999999,2021-04-30,2022-04-30,407.37,365.0
5.0,174.89,2021-04-30,2022-04-30,868.0899999999999,365.0
2.0,131.92,2021-05-12,2022-04-30,261.99,353.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
2.0,95.65,2021-05-06,2022-04-30,189.44,359.0
5.0,162.91,2021-05-13,2022-04-30,808.18,352.0
4.0,228.82999999999998,2021-05-12,2022-04-30,910.4499999999999,353.0
1.0,581.55,2021-05-14,2022-04-30,581.2099999999999,351.0
2.0,150.97,2021-05-11,2022-04-30,300.09000000000003,354.0
2.0,152.76999999999998,2021-05-07,2022-04-30,303.69,358.0
2.0,286.07,2021-05-01,2022-04-30,570.28,364.0
2.0,207.26999999999998,2021-05-01,2022-04-30,412.69,364.0
6.0,123.82000000000001,2021-05-02,2022-04-30,735.05,363.0
1.0,216.54,2021-05-05,2022-04-30,216.2,360.0
2.0,297.15,2021-04-30,2022-04-30,592.4599999999999,365.0
2.0,210.73,2021-05-06,2022-04-30,419.62,359.0
2.0,147.26999999999998,2021-05-07,2022-04-30,292.68,358.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
1.0,369.42,2021-05-05,2022-04-30,369.08000000000004,360.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
2.0,119.93,2021-05-07,2022-04-30,238.01,358.0
2.0,286.06,2021-05-07,2022-04-30,570.27,358.0
1.0,134.88,2021-05-11,2022-04-30,134.54,354.0
2.0,118.73,2021-04-30,2022-04-30,235.6,365.0
2.0,188.92,2021-05-04,2022-04-30,375.99,361.0
1.0,88.89,2021-05-01,2022-04-30,88.55,364.0
4.0,90.33,2021-07-15,2022-04-30,356.44,289.0
3.0,173.60999999999999,2021-07-05,2022-04-30,517.4599999999999,299.0
1.0,138.22,2021-07-22,2022-04-30,137.88,282.0
2.0,132.35,2021-07-18,2022-04-30,262.84000000000003,286.0
1.0,173.95999999999998,2021-07-16,2022-04-30,173.61999999999998,288.0
2.0,191.53,2021-07-23,2022-04-30,381.22,281.0
1.0,464.84999999999997,2021-07-05,2022-04-30,464.51,299.0
1.0,78.95,2021-07-04,2022-04-30,78.61,300.0
3.0,104.97,2021-07-18,2022-04-30,311.55,286.0
1.0,68.08,2021-07-14,2022-04-30,67.74,290.0
1.0,136.03,2021-07-01,2022-04-30,135.69,303.0
